Marke,Modell,url,country,date,Zustand,Garantie,Angebotsnummer,Außenfarbe,Lackierung,Farbe laut Hersteller,Innenausstattung,Karosserieform,Anzahl Türen,Sitzplätze,Schlüsselnummer,Getriebeart,Gänge,Hubraum,Kraftstoff,Schadstoffklasse,haendler,privat,ort,price,ausstattung_liste,Erstzulassung,Zylinder,Leergewicht
Aston Martin,DB11,/angebote/aston-martin-db11-coupe-touchtronic-launch-edition-benzin-schwarz-d01d51b2-1d03-4232-e053-0100007f01cf?,Deutschland,2020-10-23 05:56:38.230845,Gebraucht,0,0,Schwarz,Metallic,0,Vollleder,Coupé,2.0,4.0,0,Automatik,8.0,5.204 cm³,Benzin,Euro 6,True,False,61350 Bad Homburg,139000.0,"['', '360° Kamera', 'ABS', 'Alarmanlage', 'Alufelgen', 'Beifahrerairbag', 'Bluetooth', 'Bordcomputer', 'ESP', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Elektrische Seitenspiegel', 'Elektrische Sitze', 'Elektronische Parkbremse', 'Extras', 'Fahrerairbag', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Kopfairbag', 'Lederausstattung', 'Lederlenkrad', 'Notbremsassistent', 'Radio', 'Reifendruckkontrollsystem', 'Schlüssellose Zentralverriegelung', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Soundsystem', 'Tagfahrlicht', 'Tempomat', 'Touchscreen', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung']",2017.0,12.0,1.899 kg
Aston Martin,Vanquish,/angebote/aston-martin-vanquish-v12-carbon-benzin-silber-40c25661-5474-4589-9df8-814921578392?,Deutschland,2020-10-22 19:24:54.293142,Gebraucht,0,NEA-0648,Silber,0,Skyfall Silver,"Vollleder, Schwarz",Coupé,2.0,4.0,0,Automatik,0.0,5.935 cm³,Super Plus 98,Euro 5,True,False,16816 Neuruppin,93860.0,"['', 'ABS', 'Ambientebeleuchtung', 'Armlehne', 'Bluetooth', 'Bordcomputer', 'CD', 'ESP', 'Einparkhilfe Kamera', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Elektr. Fensterheber', 'Elektr. Sitzeinstellung, hinten', 'Elektrische Seitenspiegel', 'Elektrische Sitze', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Innenspiegel automatisch abblendend', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'LED-Scheinwerfer', 'LED-Tagfahrlicht', 'Lichtsensor', 'Lordosenstütze', 'Multifunktionslenkrad', 'Navigationssystem', 'Radio', 'Regensensor', 'Schaltwippen', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzbelüftung', 'Sitzheizung', 'Soundsystem', 'Sportsitze', 'Tempomat', 'Traktionskontrolle', 'Unterhaltung/Media', 'Voll-LED Scheinwerfer', 'Wegfahrsperre', 'Zentralverriegelung']",2013.0,0.0,0
Audi,0,/angebote/audi-s-tronic-navi-klima-isofix-benzin-grau-bae965cb-6ea8-459a-8079-976efcbb31d2?,Deutschland,2020-10-20 15:44:57.658596,Vorführfahrzeug,0,1901175-Q2,Grau,0,Nardograu,"Vollleder, Schwarz",SUV/Geländewagen/Pickup,4.0,5.0,1860/AAY,Automatik,0.0,2.480 cm³,Super Plus 98,Euro 6d-TEMP,True,False,51645 Gummersbach,68890.0,"['', 'ABS', 'Alufelgen', 'Armlehne', 'Beifahrerairbag', 'DAB-Radio', 'Dachreling', 'ESP', 'Einparkhilfe', 'Einparkhilfe Kamera', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Elektrische Heckklappe', 'Elektrische Seitenspiegel', 'Elektrische Sitze', 'Extras', 'Fahrerairbag', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'LED-Scheinwerfer', 'Lederlenkrad', 'Lichtsensor', 'Lordosenstütze', 'Multifunktionslenkrad', 'Navigationssystem', 'Panoramadach', 'Regensensor', 'Reifendruckkontrollsystem', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Soundsystem', 'Sportsitze', 'Sprachsteuerung', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Traktionskontrolle', 'Unterhaltung/Media', 'Verkehrszeichenerkennung', 'Zentralverriegelung']",2020.0,5.0,1.790 kg
Audi,100,/angebote/audi-100-2-0-2-hand-sehr-gepflegt-lueckenlosscheckheft-benzin-rot-253b6eda-ec4a-48fb-b831-6e617ca27b08?,Deutschland,2020-10-23 09:34:55.324327,Oldtimer,0,0,Rot,Metallic,weinrot,"Velours, Schwarz",Limousine,4.0,5.0,0588/484,Schaltgetriebe,0.0,2.309 cm³,Benzin,Euro 2,True,False,67065 Ludwigshafen,5999.0,"['', 'ABS', 'Alarmanlage', 'Alufelgen', 'Beifahrerairbag', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Komfort', 'Nebelscheinwerfer', 'Radio', 'Schiebedach', 'Servolenkung', 'Sicherheit', 'Skisack', 'Unterhaltung/Media', 'Wegfahrsperre']",1990.0,0.0,0
Audi,80,/angebote/audi-80-2-0-e-benzin-rot-26887f41-60b5-4efa-8a80-dc40b725c65a?,Deutschland,2020-10-20 14:54:51.480561,Gebraucht,0,0,Rot,Metallic,0,"Stoff, Schwarz",Limousine,4.0,5.0,0588/519,Schaltgetriebe,5.0,1.984 cm³,Benzin,0,1,0,63165 Mühlheim,1995.0,"['', 'ABS', 'Alufelgen', 'Elektrische Seitenspiegel', 'Extras', 'Komfort', 'Schiebedach', 'Servolenkung', 'Sicherheit', 'Zentralverriegelung']",1993.0,4.0,1.190 kg
Audi,90,/angebote/audi-90-benzin-rot-13970cb2-9513-3b04-e053-0100007ff134?,Deutschland,2020-10-19 22:10:47.998973,Gebraucht,0,0,Rot,0,0,Stoff,Limousine,4.0,5.0,0,Schaltgetriebe,5.0,2.282 cm³,Benzin,Euro 2,False,True,51709 Marienheide,7500.0,"['', 'ABS', 'Alufelgen', 'Armlehne', 'CD', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Komfort', 'Lederlenkrad', 'MP3', 'Radio', 'Servolenkung', 'Sicherheit', 'Sportfahrwerk', 'Sportpaket', 'Sportsitze', 'USB', 'Unterhaltung/Media', 'Zentralverriegelung']",1998.0,5.0,0
Audi,A1,/angebote/audi-a1-30-tfsi-s-line-exterieur-benzin-rot-cf52d44b-1ef0-4cfb-bd57-74ef326b6e63?,Deutschland,2020-10-21 13:40:47.473200,Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.,0,0,Schwarz,Metallic,mythosschwarz metallic,"Stoff, Schwarz",Limousine,5.0,4.0,0,Schaltgetriebe,0.0,999 cm³,Benzin,Euro 6,1,0,45143 Essen,21980.0,"['', 'ABS', 'Alufelgen', 'Armlehne', 'Beifahrerairbag', 'Bluetooth', 'Bordcomputer', 'CD', 'DAB-Radio', 'ESP', 'Einparkhilfe', 'Einparkhilfe Sensoren hinten', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Isofix', 'Katalysator', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Lederlenkrad', 'Lichtsensor', 'MP3', 'Multifunktionslenkrad', 'Navigationssystem', 'Notbremsassistent', 'Notrufsystem', 'Radio', 'Regensensor', 'Reifendruckkontrollsystem', 'Schlüssellose Zentralverriegelung', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Soundsystem', 'Sprachsteuerung', 'Spurhalteassistent', 'Start/Stop-Automatik', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung']",2019.0,0.0,0
Audi,A2,/angebote/audi-a2-1-4-tdi-style-package-diesel-silber-87b6436f-9797-464a-ab09-87494d8b392c?,Deutschland,2020-10-20 15:19:40.203011,Gebraucht,0,144255,Silber,Metallic,Lichtsilber Metallic,"Stoff, Schwarz",Limousine,5.0,5.0,0588/735,Schaltgetriebe,5.0,1.390 cm³,Benzin,Euro 4,1,0,12529 Schönefeld/OT Großziehten,7990.0,"['', 'ABS', 'Beifahrerairbag', 'CD', 'ESP', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Fahrerairbag', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Lederlenkrad', 'Radio', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Traktionskontrolle', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung']",2005.0,3.0,990 kg
Audi,A3,/angebote/audi-a3-30-tfsi-bi-xenon-navi-8900km-benzin-schwarz-c7419b9e-69cc-4885-8138-7eb8e5ef6bfc?,Deutschland,2020-10-20 16:20:15.096287,Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.,0,0,Schwarz,Metallic,0,"Stoff, Schwarz",Limousine,5.0,5.0,0,Schaltgetriebe,6.0,1.968 cm³,Benzin,Euro 6,1,0,4320 Perg,19900.0,"['', 'ABS', 'Alufelgen', 'Beifahrerairbag', 'Bluetooth', 'CD', 'ESP', 'Einparkhilfe', 'Einparkhilfe Sensoren hinten', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Multifunktionslenkrad', 'Navigationssystem', 'Notbremsassistent', 'Radio', 'Regensensor', 'Reifendruckkontrollsystem', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Sprachsteuerung', 'Start/Stop-Automatik', 'Tempomat', 'USB', 'Unterhaltung/Media', 'Xenonscheinwerfer', 'Zentralverriegelung']",2017.0,0.0,0
Audi,A4,/angebote/audi-a4-sportsitze-leder-active-info-panorama-ahv-kame-diesel-weiss-d97cd71f-d834-4bdc-bfe9-68675344a366?,Deutschland,2020-10-21 14:34:42.222106,Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.,0,0,Schwarz,Metallic,0,"Stoff, Schwarz",Kombi,5.0,5.0,0,Schaltgetriebe,6.0,1.968 cm³,Diesel,Euro 6,1,0,8264 Hainersdorf,20900.0,"['', 'ABS', 'Alufelgen', 'Anhängerkupplung', 'Beifahrerairbag', 'Bluetooth', 'Bordcomputer', 'CD', 'Dachreling', 'ESP', 'Einparkhilfe', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Kurvenlicht', 'Multifunktionslenkrad', 'Müdigkeitswarnsystem', 'Navigationssystem', 'Nebelscheinwerfer', 'Notbremsassistent', 'Panoramadach', 'Radio', 'Regensensor', 'Reifendruckkontrollsystem', 'Schiebedach', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Soundsystem', 'Sportsitze', 'Sprachsteuerung', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Tempomat', 'USB', 'Unterhaltung/Media', 'Xenonscheinwerfer', 'Zentralverriegelung']",2017.0,4.0,0
Audi,A4 allroad,/angebote/audi-a4-allroad-quattro-3-0-tdi-quattro-s-tronic-diesel-grau-8b69e6c2-c678-4a74-864a-7df4bba30d06?,Deutschland,2020-10-20 16:19:00.548332,Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.,0,0,Schwarz,Metallic,0,"Stoff, Schwarz",Kombi,5.0,5.0,0,Automatik,0.0,1.968 cm³,Diesel,Euro 6,1,0,82362 Weilheim/Obb.,43000.0,"['', 'Abstandstempomat', 'Allrad', 'Alufelgen', 'Armlehne', 'Beifahrerairbag', 'Bluetooth', 'Bordcomputer', 'CD', 'Dachreling', 'ESP', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Katalysator', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Lederlenkrad', 'MP3', 'Notrad', 'Radio', 'Reifendruckkontrollsystem', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Soundsystem', 'Spoiler', 'Tagfahrlicht', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Xenonscheinwerfer', 'teilb. Rücksitzbank']",2016.0,4.0,1.805 kg
Audi,A5,/angebote/audi-a5-coupe-3-0-tdi-quattro-dpf-s-tronic-diesel-schwarz-d22e0bb2-a560-0e79-e053-0100007f382c?,Deutschland,2020-10-20 15:05:57.894813,Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.,0,0,Schwarz,Metallic,0,0,Coupé,2.0,5.0,0,Automatik,7.0,2.967 cm³,Diesel,Euro 6,1,0,5270 Mauerkirchen,20000.0,"['', 'ABS', 'Airbag hinten', 'Alarmanlage', 'Allrad', 'Alufelgen', 'Armlehne', 'Beheizbare Frontscheibe', 'Beifahrerairbag', 'Berganfahrassistent', 'Bi-Xenon Scheinwerfer', 'Bordcomputer', 'CD', 'ESP', 'Einparkhilfe Kamera', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Elektr. Fensterheber', 'Elektrische Heckklappe', 'Elektrische Seitenspiegel', 'Elektronische Parkbremse', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Geschwindigkeits-begrenzungsanlage', 'Getönte Scheiben', 'Innenspiegel automatisch abblendend', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Kopfairbag', 'Kurvenlicht', 'Lederlenkrad', 'Lichtsensor', 'Lordosenstütze', 'Multifunktionslenkrad', 'Müdigkeitswarnsystem', 'Navigationssystem', 'Nebelscheinwerfer', 'Notrad', 'Radio', 'Raucherpaket', 'Regensensor', 'Reifendruckkontrollsystem', 'Reserverad', 'Schaltwippen', 'Scheinwerferreinigung', 'Schiebedach', 'Schlüssellose Zentralverriegelung', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Skisack', 'Sommerreifen', 'Soundsystem', 'Spoiler', 'Sportfahrwerk', 'Sportpaket', 'Sportsitze', 'Sprachsteuerung', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Tempomat', 'Traktionskontrolle', 'Tuning', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Winterreifen', 'Xenonscheinwerfer', 'Zentralverriegelung', 'teilb. Rücksitzbank']",2012.0,6.0,1.715 kg
Audi,A6,/angebote/audi-a6-avant-3-0-tdi-dpf-diesel-schwarz-b4070cb2-a05a-5f49-e053-0100007ff57b?,Deutschland,2020-10-21 15:23:15.599187,Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.,0,0,Schwarz,Metallic,0,"Stoff, Schwarz",Kombi,5.0,5.0,0,Automatik,7.0,2.967 cm³,Diesel,Euro 6,1,0,6300 Wörgl,12350.0,"['', 'ABS', 'Alufelgen', 'Armlehne', 'Beifahrerairbag', 'Berganfahrassistent', 'Bordcomputer', 'CD', 'Dachreling', 'ESP', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Lederlenkrad', 'MP3', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Notrad', 'Radio', 'Regensensor', 'Reifendruckkontrollsystem', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Spoiler', 'Traktionskontrolle', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung', 'teilb. Rücksitzbank']",2017.0,6.0,0
Audi,A6 allroad,/angebote/audi-a6-allroad-3-0-tdi-qu-tiptr-matrixled-bose-ahk-hud-pano-sth-diesel-schwarz-f3dd3f19-9c1d-4c49-ac08-68f97354acd2?,Deutschland,2020-10-19 21:19:37.197020,Gebraucht,0,FZH20A100,Schwarz,Metallic,brillantschwarz,"Alcantara, Schwarz",Kombi,5.0,5.0,0,Automatik,7.0,2.967 cm³,Diesel,Euro 6,True,False,3365 Allhartsberg,43980.0,"['', '4-Zonen-Klimaautomatik', 'ABS', 'Abstandstempomat', 'Abstandswarner', 'Allrad', 'Alufelgen', 'Anhängerkupplung', 'Beifahrerairbag', 'Berganfahrassistent', 'Blendfreies Fernlicht', 'Dachreling', 'ESP', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Elektrische Heckklappe', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Fernlichtassistent', 'Freisprecheinrichtung', 'Geschwindigkeits-begrenzungsanlage', 'Getönte Scheiben', 'Head-up display', 'Induktionsladen für Smartphones', 'Innenspiegel automatisch abblendend', 'Isofix', 'Komfort', 'Kurvenlicht', 'LED-Scheinwerfer', 'LED-Tagfahrlicht', 'Lederlenkrad', 'Lichtsensor', 'Lordosenstütze', 'Luftfederung', 'MP3', 'Multifunktionslenkrad', 'Musikstreaming integriert', 'Navigationssystem', 'Nebelscheinwerfer', 'Notbremsassistent', 'Pannenkit', 'Panoramadach', 'Radio', 'Regensensor', 'Scheinwerferreinigung', 'Schiebedach', 'Seitenairbag', 'Sicherheit', 'Sitzheizung', 'Soundsystem', 'Sportsitze', 'Sprachsteuerung', 'Spurhalteassistent', 'Standheizung', 'Tagfahrlicht', 'Tempomat', 'Totwinkel-Assistent', 'Traktionskontrolle', 'Unterhaltung/Media', 'Verkehrszeichenerkennung', 'Voll-LED Scheinwerfer', 'Wegfahrsperre', 'Zentralverriegelung mit Funkfernbedienung', 'teilb. Rücksitzbank']",2018.0,6.0,1.965 kg
Audi,A7,/angebote/audi-a7-sportback-3-0-tfsi-quattro-exclusive-led-headup-36-benzin-schwarz-3a9009df-506c-4dc3-955e-abd2ae7c36b6?,Deutschland,2020-10-21 15:10:08.150687,Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.,0,10281209,Schwarz,Metallic,brillantschwarz,"Vollleder, Schwarz",Coupé,4.0,4.0,0,Automatik,0.0,2.967 cm³,Diesel,Euro 6,1,0,13156 Berlin,31800.0,"['', 'ABS', 'Abstandstempomat', 'Allrad', 'Alufelgen', 'Armlehne', 'Beifahrerairbag', 'Bluetooth', 'Bordcomputer', 'ESP', 'Einparkhilfe', 'Einparkhilfe Kamera', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Einparkhilfe selbstlenkendes System', 'Elektr. Fensterheber', 'Elektrische Heckklappe', 'Elektrische Seitenspiegel', 'Elektrische Sitze', 'Extras', 'Fahrerairbag', 'Head-up display', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Kurvenlicht', 'LED-Scheinwerfer', 'LED-Tagfahrlicht', 'Lederlenkrad', 'Lichtsensor', 'Lordosenstütze', 'Multifunktionslenkrad', 'Navigationssystem', 'Radio', 'Regensensor', 'Reifendruckkontrollsystem', 'Schaltwippen', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Soundsystem', 'Sportfahrwerk', 'Sportpaket', 'Spurhalteassistent', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Tempomat', 'Totwinkel-Assistent', 'Traktionskontrolle', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung']",2017.0,6.0,0
Audi,A8,/angebote/audi-a8-4-2-tdi-lang-quattro-tiptronic-np-153-000-diesel-silber-9af98e00-a467-47c9-b6ab-dc4cad94f5f7?,Deutschland,2020-10-20 16:23:48.602573,Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.,0,0,Schwarz,Metallic,Mondscheinblau Metallic,"Vollleder, Schwarz",Limousine,4.0,5.0,0,Automatik,0.0,2.967 cm³,Diesel,Euro 6,1,0,85221 Dachau,34900.0,"['', 'ABS', 'Abstandstempomat', 'Alarmanlage', 'Allrad', 'Alufelgen', 'Armlehne', 'Beheizbare Frontscheibe', 'Beheizbares Lenkrad', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'Bordcomputer', 'CD', 'DAB-Radio', 'ESP', 'Einparkhilfe', 'Einparkhilfe Kamera', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Einparkhilfe selbstlenkendes System', 'Elektr. Fensterheber', 'Elektrische Heckklappe', 'Elektrische Seitenspiegel', 'Elektrische Sitze', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Head-up display', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Kurvenlicht', 'LED-Scheinwerfer', 'LED-Tagfahrlicht', 'Lederlenkrad', 'Lichtsensor', 'Lordosenstütze', 'Luftfederung', 'Massagesitze', 'Multifunktionslenkrad', 'Müdigkeitswarnsystem', 'Nachtsicht-Assistent', 'Navigationssystem', 'Nebelscheinwerfer', 'Notbremsassistent', 'Notrufsystem', 'Panoramadach', 'Radio', 'Regensensor', 'Reifendruckkontrollsystem', 'Schaltwippen', 'Schiebedach', 'Schlüssellose Zentralverriegelung', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzbelüftung', 'Sitzheizung', 'Skisack', 'Soundsystem', 'Sportfahrwerk', 'Sportpaket', 'Sportsitze', 'Sprachsteuerung', 'Spurhalteassistent', 'Standheizung', 'Start/Stop-Automatik', 'TV', 'Tagfahrlicht', 'Totwinkel-Assistent', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Verkehrszeichenerkennung', 'Wegfahrsperre', 'Zentralverriegelung']",2016.0,0.0,0
Audi,Cabriolet,/angebote/audi-cabriolet-2-8-el-verdeck-klima-leder-automatik-benzin-blau-2f0d4dc3-25c5-441b-aef6-8f7b28dc37a0?,Deutschland,2020-10-21 10:52:24.360416,Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.,0,144712269,Blau,Metallic,Mingblau Perleffekt,"Vollleder, Schwarz",Cabrio,2.0,0.0,0,Automatik,4.0,2.771 cm³,Benzin,0,1,0,83556 Griesstaett,4355.0,"['', 'ABS', 'Alufelgen', 'Beifahrerairbag', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Klimaanlage', 'Komfort', 'Nebelscheinwerfer', 'Servolenkung', 'Sicherheit', 'Skisack', 'Sportfahrwerk', 'Sportsitze', 'Wegfahrsperre', 'Zentralverriegelung']",1996.0,6.0,0
Audi,Coupe,/angebote/audi-coupe-v6-dark-violett-scheckheft-klimaautomatik-rs-front-benzin-violett-36e72f01-5266-49a7-91df-c769f56806c7?,Deutschland,2020-10-21 13:55:54.420737,Gebraucht,0,A_1233C,Violett,Metallic,0,Stoff,Coupé,2.0,5.0,0588/558,Schaltgetriebe,5.0,2.598 cm³,Super 95,0,1,0,88213 Ravensburg,3999.0,"['', 'ABS', 'CD', 'Elektr. Fensterheber', 'Extras', 'Katalysator', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'MP3', 'Nebelscheinwerfer', 'Radio', 'Servolenkung', 'Sicherheit', 'Skisack', 'Soundsystem', 'Sportfahrwerk', 'Sportpaket', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung']",1994.0,6.0,1.305 kg
Audi,Q2,/angebote/audi-q2-1-6-tdi-design-s-tronic-virtual-led-ahk-diesel-schwarz-b56db9b1-9ba7-408f-83e2-cf1e625102f5?,Deutschland,2020-10-21 11:06:45.288632,Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.,0,57886.0,Schwarz,Metallic,Mythosschwarz Metallic,"Stoff, Schwarz",SUV/Geländewagen/Pickup,5.0,5.0,0588/BJV,Schaltgetriebe,0.0,1.598 cm³,Diesel,Euro 6,1,0,82362 Weilheim/Obb.,38990.0,[],2017.0,4.0,0
Audi,Q3,/angebote/audi-q3-35-tfsi-s-line-led-navi-benzin-blau-8ee530aa-1e7a-47db-bf24-52465bb43079?,Deutschland,2020-10-21 12:40:06.922159,Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.,0,0,Weiß,Metallic,Gletscherweiß Metallic,"Stoff, Schwarz",SUV/Geländewagen/Pickup,5.0,5.0,0,Automatik,0.0,1.968 cm³,Diesel,Euro 6,1,0,16321 Bernau,37454.0,"['', 'ABS', 'Anhängerkupplung', 'Armlehne', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'CD', 'DAB-Radio', 'Dachreling', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Elektr. Fensterheber', 'Elektrische Heckklappe', 'Elektrische Seitenspiegel', 'Elektrische Sitze', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Getönte Scheiben', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Kopfairbag', 'LED-Scheinwerfer', 'LED-Tagfahrlicht', 'Lederlenkrad', 'Lichtsensor', 'Lordosenstütze', 'MP3', 'Multifunktionslenkrad', 'Navigationssystem', 'Notrufsystem', 'Radio', 'Regensensor', 'Reifendruckkontrollsystem', 'Schlüssellose Zentralverriegelung', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Soundsystem', 'Sportfahrwerk', 'Sportpaket', 'Sportsitze', 'Spurhalteassistent', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Tempomat', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Verkehrszeichenerkennung', 'Wegfahrsperre', 'Zentralverriegelung']",2017.0,0.0,0
